id, question_id,user_id,answer_id,created_at,updated_at,score
1635,121,61,,9/25/19 8:43,43:43.6,0
1636,122,61,561,9/25/19 8:44,44:54.7,1
1637,131,61,596,9/25/19 8:45,46:46.5,1
1638,132,61,599,9/25/19 8:48,49:24.3,0
1639,132,61,601,9/25/19 8:49,49:49.4,0
1640,133,61,603,9/25/19 8:50,50:41.0,1
1641,158,61,705,9/25/19 8:58,00:04.3,1
1642,232,86,996,9/25/19 11:32,34:06.6,1
1643,232,74,996,9/25/19 12:20,22:33.8,1
1644,233,74,,9/25/19 12:22,23:40.3,1
1645,220,74,947,9/25/19 12:23,24:19.5,0
1646,220,74,948,9/25/19 12:24,24:33.6,1
1647,221,74,952,9/25/19 12:24,24:45.8,1
1648,220,79,948,9/25/19 12:24,24:47.9,1
1649,222,74,956,9/25/19 12:24,25:02.6,1
1650,232,79,996,9/25/19 12:24,25:15.1,1
1651,223,74,961,9/25/19 12:25,25:48.0,1
1652,233,79,,9/25/19 12:25,26:08.9,1
1653,221,79,952,9/25/19 12:26,26:22.1,1
1654,224,74,963,9/25/19 12:26,26:28.4,0
1655,224,79,965,9/25/19 12:27,27:03.7,0
1656,224,79,964,9/25/19 12:27,27:49.2,1
1657,223,79,961,9/25/19 12:27,27:52.7,1
1658,224,74,964,9/25/19 12:26,27:55.2,1
1659,222,79,956,9/25/19 12:27,28:02.5,1
1660,225,79,970,9/25/19 12:29,29:40.9,1
1661,225,74,970,9/25/19 12:28,30:20.5,1
1662,226,74,971,9/25/19 12:30,30:58.5,1
1663,226,79,971,9/25/19 12:30,31:20.9,1
1664,227,79,,9/25/19 12:31,31:34.0,0
1665,227,74,,9/25/19 12:31,31:44.8,1
1666,227,79,,9/25/19 12:31,31:49.0,1
1667,228,74,981,9/25/19 12:31,32:05.9,1
1668,228,79,981,9/25/19 12:31,32:09.7,1
1669,229,79,984,9/25/19 12:32,32:34.9,1
1670,229,74,984,9/25/19 12:32,32:44.3,1
1671,230,74,988,9/25/19 12:32,32:57.6,1
1672,230,79,988,9/25/19 12:32,33:01.4,1
1673,231,74,993,9/25/19 12:33,33:18.8,1
1674,231,79,993,9/25/19 12:33,33:20.2,1
1675,234,74,1005,9/25/19 12:33,33:38.8,1
1676,234,79,1005,9/25/19 12:33,33:45.2,1
1677,235,74,1008,9/25/19 12:33,34:00.7,1
1678,235,79,1008,9/25/19 12:34,34:08.5,1
1679,236,74,1011,9/25/19 12:34,35:11.7,0
1680,236,79,1014,9/25/19 12:35,35:56.8,1
1681,236,74,1014,9/25/19 12:35,35:58.8,1
1682,237,74,1015,9/25/19 12:36,36:24.9,0
1683,237,79,1016,9/25/19 12:36,37:09.1,0
1684,237,74,1017,9/25/19 12:36,38:44.2,1
1685,237,79,1017,9/25/19 12:37,38:47.5,1
1686,238,74,1022,9/25/19 12:38,38:57.8,1
1687,238,79,1022,9/25/19 12:38,39:03.3,1
1688,240,74,1028,9/25/19 12:39,39:48.1,0
1689,240,79,1027,9/25/19 12:39,40:44.9,0
1690,240,74,1030,9/25/19 12:39,41:13.8,0
1691,240,79,1029,9/25/19 12:40,41:24.4,1
1692,241,74,1033,9/25/19 12:41,41:40.4,1
1693,241,79,1033,9/25/19 12:41,41:52.1,1
1694,242,74,1036,9/25/19 12:41,42:10.0,0
1695,242,79,1035,9/25/19 12:41,42:13.8,1
1696,242,74,1035,9/25/19 12:42,42:17.4,1
1697,243,74,1042,9/25/19 12:42,42:43.3,1
1698,243,79,1042,9/25/19 12:42,42:49.8,1
1699,244,79,1046,9/25/19 12:42,43:08.2,1
1700,244,74,1046,9/25/19 12:42,43:11.3,1
1701,245,74,1048,9/25/19 12:43,43:29.1,1
1702,245,79,1048,9/25/19 12:43,43:29.3,1
1703,239,74,1025,9/25/19 12:43,43:50.6,1
1704,239,79,1026,9/25/19 12:43,43:57.1,0
1705,239,79,1025,9/25/19 12:43,44:02.3,1
1706,232,80,996,9/25/19 12:53,56:12.5,1
1707,233,80,,9/25/19 12:56,57:54.1,0
1708,233,80,,9/25/19 12:57,59:53.9,0
1709,220,80,948,9/25/19 13:00,00:34.1,1
1710,221,80,952,9/25/19 13:00,02:41.9,1
1711,222,80,956,9/25/19 13:02,03:06.7,1
1712,223,80,961,9/25/19 13:03,03:30.4,1
1713,224,80,964,9/25/19 13:03,03:56.8,1
1714,225,80,970,9/25/19 13:03,05:45.7,1
1715,226,80,971,9/25/19 13:05,06:33.5,1
1716,227,80,,9/25/19 13:06,08:34.5,1
1717,228,80,979,9/25/19 13:08,09:52.4,0
1718,228,80,982,9/25/19 13:09,09:59.5,0
1719,229,80,984,9/25/19 13:11,11:35.1,1
1720,230,80,988,9/25/19 13:11,12:49.3,1
1721,231,80,993,9/25/19 13:12,13:18.5,1
1722,234,80,1005,9/25/19 13:13,14:32.7,1
1723,235,80,1008,9/25/19 13:14,15:33.0,1
1724,232,88,996,9/25/19 13:15,16:27.2,1
1725,233,88,,9/25/19 13:16,18:59.8,0
1726,236,80,1014,9/25/19 13:15,19:31.5,1
1727,233,88,,9/25/19 13:19,19:55.3,0
1728,220,88,948,9/25/19 13:20,20:15.8,1
1729,221,88,952,9/25/19 13:20,20:26.5,1
1730,222,88,956,9/25/19 13:20,20:41.3,1
1731,223,88,961,9/25/19 13:20,21:00.4,1
1732,224,88,963,9/25/19 13:21,21:53.3,0
1733,224,88,964,9/25/19 13:21,22:32.7,1
1734,225,88,970,9/25/19 13:22,23:54.0,1
1735,226,88,974,9/25/19 13:23,25:13.3,0
1736,226,88,971,9/25/19 13:25,26:00.6,1
1737,227,88,,9/25/19 13:26,26:39.2,1
1738,228,88,981,9/25/19 13:26,27:36.1,1
1739,239,88,1025,9/25/19 13:27,28:10.8,1
1740,245,88,1048,9/25/19 13:28,28:28.2,1
1741,244,88,1043,9/25/19 13:28,28:50.7,0
1742,244,88,1046,9/25/19 13:28,31:38.9,1
1743,243,88,1042,9/25/19 13:31,33:01.2,1
1744,242,88,1036,9/25/19 13:33,33:19.7,0
1745,242,88,1038,9/25/19 13:33,34:16.2,0
1746,241,88,1033,9/25/19 13:34,34:29.3,1
1747,237,80,1017,9/25/19 13:19,35:23.3,1
1748,238,80,1022,9/25/19 13:35,36:17.9,1
1749,240,88,1030,9/25/19 13:34,36:38.6,0
1750,240,88,1029,9/25/19 13:36,37:28.2,1
1751,240,80,1030,9/25/19 13:37,38:24.2,0
1752,238,88,1019,9/25/19 13:37,38:41.0,0
1753,240,80,1029,9/25/19 13:38,39:14.6,1
1754,238,88,1022,9/25/19 13:38,39:50.5,1
1755,237,88,1015,9/25/19 13:39,40:19.6,0
1756,241,80,1033,9/25/19 13:39,40:40.7,1
1757,242,80,1035,9/25/19 13:40,41:00.6,1
1758,237,88,1018,9/25/19 13:40,41:58.0,0
1759,243,80,1042,9/25/19 13:41,43:04.1,1
1760,244,80,1046,9/25/19 13:44,44:11.0,1
1761,245,80,1048,9/25/19 13:44,45:24.7,1
1762,239,80,1025,9/25/19 13:45,45:47.6,1
1763,236,88,1011,9/25/19 13:42,46:55.5,0
1764,236,88,1014,9/25/19 13:46,47:50.9,1
1765,235,88,1007,9/25/19 13:47,48:54.4,0
1766,235,88,1008,9/25/19 13:48,49:14.6,1
1767,234,88,1005,9/25/19 13:49,50:54.1,1
1768,231,88,993,9/25/19 13:51,51:23.9,1
1769,230,88,988,9/25/19 13:51,52:07.1,1
1770,155,56,691,9/25/19 20:12,12:19.2,1
1771,171,56,755,9/25/19 20:12,12:34.1,0
1772,171,56,756,9/25/19 20:12,12:44.3,1
1773,232,78,996,9/25/19 20:41,42:02.8,1
1774,233,78,,9/25/19 20:42,48:06.7,1
1775,220,78,947,9/25/19 20:48,48:35.1,0
1776,220,78,948,9/25/19 20:48,51:54.2,1
1777,221,78,952,9/25/19 20:51,52:13.8,1
1778,222,78,956,9/25/19 20:52,52:54.9,1
1779,223,78,961,9/25/19 20:52,53:35.3,1
1780,224,78,964,9/25/19 20:53,54:12.6,1
1781,225,78,970,9/25/19 20:54,54:49.1,1
1782,226,78,971,9/25/19 20:54,56:39.0,1
1783,227,78,,9/25/19 20:58,58:58.7,1
1784,228,78,981,9/25/19 20:59,00:09.0,1
1785,229,78,984,9/25/19 21:00,00:37.4,1
1786,230,78,988,9/25/19 21:00,01:38.9,1
1787,231,78,993,9/25/19 21:01,01:59.6,1
1788,234,78,1005,9/25/19 21:02,02:41.9,1
1789,235,78,1008,9/25/19 21:02,03:31.4,1
1790,236,78,1014,9/25/19 21:03,07:01.7,1
1791,237,78,1017,9/25/19 21:07,08:56.6,1
1792,238,78,1022,9/25/19 21:09,09:39.3,1
1793,240,78,1030,9/25/19 21:09,10:19.5,0
1794,240,78,1029,9/25/19 21:10,10:52.2,1
1795,241,78,1033,9/25/19 21:10,11:06.1,1
1796,242,78,1035,9/25/19 21:11,12:12.7,1
1797,243,78,1042,9/25/19 21:12,14:11.3,1
1798,244,78,1046,9/25/19 21:14,15:07.3,1
1799,245,78,1048,9/25/19 21:15,15:22.8,1
1800,239,78,1025,9/25/19 21:15,15:39.3,1
1801,246,90,1052,9/26/19 9:54,54:28.0,1
1802,247,90,1056,9/26/19 9:54,54:34.9,1
1803,248,90,1060,9/26/19 9:54,54:40.4,1
1804,249,90,1065,9/26/19 9:54,54:46.8,1
1805,250,90,1068,9/26/19 9:54,55:34.4,1
1806,251,90,1074,9/26/19 9:55,56:17.8,1
1807,252,90,1075,9/26/19 9:56,56:41.3,1
1808,253,90,,9/26/19 9:56,56:56.4,0
1809,253,90,,9/26/19 9:57,57:26.7,1
1810,254,90,1085,9/26/19 9:57,58:39.7,1
1811,255,90,1088,9/26/19 9:58,58:55.0,1
1812,256,90,1092,9/26/19 9:58,59:02.8,1
1813,257,90,1097,9/26/19 9:59,59:14.0,1
1814,258,90,1100,9/26/19 9:59,59:37.7,1
1815,1,64,1,9/26/19 9:59,59:54.8,1
1816,259,90,,9/26/19 9:59,01:35.8,1
1817,3,64,12,9/26/19 10:00,02:16.7,1
1818,260,90,1109,9/26/19 10:01,02:28.3,1
1819,5,64,17,9/26/19 10:02,02:43.1,0
1820,261,90,1112,9/26/19 10:02,02:56.9,1
1821,262,90,1116,9/26/19 10:02,03:06.2,0
1822,262,90,1118,9/26/19 10:03,03:41.5,1
1823,263,90,1121,9/26/19 10:05,06:26.1,1
1824,2,64,8,9/26/19 10:02,06:37.5,1
1825,264,90,1126,9/26/19 10:06,06:47.3,1
1826,265,90,1129,9/26/19 10:06,07:10.7,1
1827,4,64,14,9/26/19 10:06,07:17.6,1
1828,266,90,1134,9/26/19 10:07,07:27.2,0
1829,6,64,22,9/26/19 10:07,07:27.6,1
1830,89,64,434,9/26/19 10:07,08:08.1,1
1831,266,90,1133,9/26/19 10:07,08:09.4,1
1832,268,90,1139,9/26/19 10:08,08:30.1,1
1833,271,90,1152,9/26/19 10:08,08:40.3,1
1834,5,64,18,9/26/19 10:09,10:10.6,1
1835,90,64,438,9/26/19 10:10,10:44.3,1
1836,91,64,442,9/26/19 10:10,13:25.2,1
1837,156,64,698,9/26/19 10:13,14:06.7,0
1838,156,64,697,9/26/19 10:14,15:43.2,1
1839,92,64,443,9/26/19 10:15,16:08.8,0
1840,92,64,445,9/26/19 10:16,16:23.4,0
1841,93,64,449,9/26/19 10:16,16:56.6,1
1842,94,64,451,9/26/19 10:16,17:06.2,1
1843,95,64,458,9/26/19 10:17,18:28.8,1
1844,116,64,,9/26/19 10:18,20:35.6,0
1845,116,64,,9/26/19 10:20,21:20.1,1
1846,117,64,539,9/26/19 10:21,22:55.6,1
1847,118,64,544,9/26/19 10:22,23:18.2,1
1848,119,64,549,9/26/19 10:23,23:32.2,1
1849,120,64,552,9/26/19 10:23,24:22.8,1
1850,232,91,995,9/26/19 10:27,28:25.3,0
1851,130,64,592,9/26/19 10:24,30:22.8,1
1852,220,91,947,9/26/19 10:31,32:34.1,0
1853,221,91,952,9/26/19 10:32,32:49.7,1
1854,222,91,955,9/26/19 10:32,33:04.1,0
1855,223,91,961,9/26/19 10:33,33:22.6,1
1856,121,64,,9/26/19 10:30,34:04.0,0
1857,224,91,963,9/26/19 10:33,34:07.1,0
1858,225,91,970,9/26/19 10:34,35:28.7,1
1859,226,91,971,9/26/19 10:35,36:27.3,1
1860,121,64,,9/26/19 10:34,36:28.5,1
1861,227,91,,9/26/19 10:36,37:06.2,0
1862,228,91,981,9/26/19 10:37,38:10.4,1
1863,229,91,984,9/26/19 10:38,41:24.1,1
1864,230,91,988,9/26/19 10:41,41:42.0,1
1865,231,91,993,9/26/19 10:41,42:04.6,1
1866,234,91,1005,9/26/19 10:42,42:28.8,1
1867,122,64,561,9/26/19 10:40,43:22.8,1
1868,237,91,1017,9/26/19 10:43,44:52.7,1
1869,238,91,1020,9/26/19 10:44,45:19.4,0
1870,240,91,1030,9/26/19 10:45,45:38.2,0
1871,241,91,1033,9/26/19 10:45,45:53.4,1
1872,242,91,1036,9/26/19 10:45,46:08.8,0
1873,243,91,1042,9/26/19 10:46,46:28.0,1
1874,244,91,1046,9/26/19 10:46,47:59.4,1
1875,245,91,1048,9/26/19 10:48,48:10.9,1
1876,239,91,1025,9/26/19 10:48,48:34.9,1
1877,235,91,1008,9/26/19 10:51,51:32.9,1
1878,236,91,1012,9/26/19 10:51,52:08.9,0
1879,131,64,596,9/26/19 11:11,16:18.4,1
1880,132,64,602,9/26/19 11:20,21:11.0,1
1881,133,64,603,9/26/19 11:21,22:25.3,1
1882,158,64,705,9/26/19 11:22,27:14.6,1
1883,159,64,708,9/26/19 11:27,30:43.8,1
1884,160,64,713,9/26/19 11:31,33:21.3,1
1885,162,64,722,9/26/19 11:33,51:46.9,1
1886,246,92,1052,9/26/19 14:01,01:27.0,1
1887,247,92,1056,9/26/19 14:01,01:36.3,1
1888,248,92,1059,9/26/19 14:01,01:50.1,0
1889,248,92,1060,9/26/19 14:01,02:03.9,1
1890,249,92,1065,9/26/19 14:02,02:21.0,1
1891,250,92,1069,9/26/19 14:02,02:36.7,0
1892,250,92,1069,9/26/19 14:02,02:46.8,0
1893,251,92,1074,9/26/19 14:02,03:34.4,1
1894,252,92,1075,9/26/19 14:03,04:10.0,1
1895,253,92,,9/26/19 14:04,04:25.1,0
1896,253,92,,9/26/19 14:04,04:37.7,0
1897,254,92,1085,9/26/19 14:04,05:09.7,1
1898,255,92,1088,9/26/19 14:05,05:37.5,1
1899,256,92,1092,9/26/19 14:05,06:08.9,1
1900,257,92,1097,9/26/19 14:06,06:20.8,1
1901,258,92,1100,9/26/19 14:06,06:43.2,1
1902,259,92,,9/26/19 14:06,07:19.7,1
1903,260,92,1109,9/26/19 14:07,08:03.2,1
1904,261,92,1113,9/26/19 14:08,08:31.3,0
1905,261,92,1112,9/26/19 14:08,09:21.8,1
1906,262,92,1115,9/26/19 14:09,10:44.0,0
1907,262,92,1118,9/26/19 14:10,11:01.0,1
1908,263,92,1119,9/26/19 14:11,11:34.3,0
1909,263,92,1121,9/26/19 14:11,12:05.6,1
1910,264,92,1123,9/26/19 14:12,12:22.6,0
1911,264,92,1126,9/26/19 14:12,12:31.4,1
1912,265,92,1129,9/26/19 14:12,12:44.9,1
1913,266,92,1134,9/26/19 14:12,13:07.7,0
1914,266,92,1133,9/26/19 14:13,14:27.2,1
1915,268,92,1139,9/26/19 14:14,14:40.0,1
1916,271,92,1152,9/26/19 14:14,14:51.3,1
1917,188,60,819,9/26/19 17:21,23:02.1,1
1918,217,60,937,9/26/19 17:23,28:14.5,1
1919,218,60,942,9/26/19 17:28,28:40.0,1
1920,189,60,825,9/26/19 17:28,29:30.1,1
1921,190,60,830,9/26/19 17:29,29:44.3,1
1922,191,60,833,9/26/19 17:29,30:01.2,1
1923,192,60,835,9/26/19 17:30,30:26.5,1
1924,193,60,841,9/26/19 17:30,30:45.4,0
1925,193,60,842,9/26/19 17:30,30:59.5,1
1926,194,60,843,9/26/19 17:31,31:14.1,0
1927,194,60,845,9/26/19 17:31,32:03.6,1
1928,214,60,926,9/26/19 17:32,32:19.9,1
1929,213,60,922,9/26/19 17:32,32:41.6,1
1930,212,60,918,9/26/19 17:32,34:15.5,1
1931,211,60,914,9/26/19 17:34,34:44.8,1
1932,210,60,909,9/26/19 17:35,35:23.0,1
1933,195,60,848,9/26/19 17:35,36:35.0,1
1934,196,60,852,9/26/19 17:36,36:46.5,0
1935,196,60,851,9/26/19 17:36,37:04.5,1
1936,197,60,858,9/26/19 17:37,38:15.5,1
1937,198,60,862,9/26/19 17:38,39:29.4,1
1938,199,60,863,9/26/19 17:39,40:07.1,1
1939,200,60,867,9/26/19 17:40,43:50.6,1
1940,201,60,872,9/26/19 17:43,44:07.1,1
1941,202,60,877,9/26/19 17:44,44:24.0,1
1942,203,60,881,9/26/19 17:45,45:26.6,1
1943,204,60,884,9/26/19 17:45,45:39.7,1
1944,209,60,903,9/26/19 17:45,46:08.7,1
1945,205,60,889,9/26/19 17:46,46:21.6,1
1946,208,60,902,9/26/19 17:46,47:58.1,0
1947,208,60,899,9/26/19 17:48,48:16.2,1
1948,206,60,893,9/26/19 17:48,48:31.6,1
1949,207,60,895,9/26/19 17:48,49:38.2,1
1950,232,93,996,9/26/19 19:48,50:59.4,1
1951,233,93,,9/26/19 19:51,00:38.8,1
1952,220,93,948,9/27/19 7:41,41:24.3,1
1953,221,93,952,9/27/19 7:41,41:44.6,1
1954,222,93,956,9/27/19 7:41,42:08.8,1
1955,223,93,961,9/27/19 7:42,42:38.6,1
1956,224,93,964,9/27/19 7:42,42:57.7,1
1957,225,93,970,9/27/19 7:43,43:39.3,1
1958,226,93,971,9/27/19 7:43,48:06.1,1
1959,227,93,,9/27/19 7:48,51:01.7,0
1960,227,93,,9/27/19 7:51,51:46.4,0
1961,228,93,981,9/27/19 7:56,57:53.0,1
1962,229,93,984,9/27/19 7:58,59:05.5,1
1963,230,93,988,9/27/19 7:59,59:55.6,1
1964,231,93,993,9/27/19 7:59,00:26.8,1
1965,234,93,1005,9/27/19 8:00,01:05.9,1
1966,235,93,1008,9/27/19 8:01,01:37.0,1
1967,236,93,1012,9/27/19 8:01,03:53.3,0
1968,236,93,1011,9/27/19 8:04,04:15.7,0
1969,237,93,1017,9/27/19 8:04,05:18.0,1
1970,238,93,1022,9/27/19 8:05,07:30.2,1
1971,240,93,1030,9/27/19 8:07,07:49.7,0
1972,240,93,1030,9/27/19 8:07,12:26.2,0
1973,241,93,1033,9/27/19 10:14,15:40.9,1
1974,242,93,1035,9/27/19 10:15,17:27.3,1
1975,243,93,1042,9/27/19 10:17,22:15.5,1
1976,244,93,1046,9/27/19 10:22,22:44.9,1
1977,245,93,1048,9/27/19 10:22,24:01.5,1
1978,239,93,1025,9/27/19 10:24,24:18.6,1
1979,232,89,997,9/27/19 12:17,25:05.2,0
1980,232,89,996,9/27/19 12:25,25:16.1,1
1981,233,89,,9/27/19 12:25,27:04.9,1
1982,220,89,948,9/27/19 12:27,27:17.8,1
1983,221,89,952,9/27/19 12:27,27:29.1,1
1984,222,89,956,9/27/19 12:27,27:42.9,1
1985,223,89,961,9/27/19 12:27,27:54.3,1
1986,224,89,964,9/27/19 12:27,28:53.9,1
1987,225,89,970,9/27/19 12:28,29:24.0,1
1988,226,89,971,9/27/19 12:29,31:04.3,1
1989,227,89,,9/27/19 12:31,31:19.8,0
1990,227,89,,9/27/19 12:31,31:26.1,1
1991,228,89,981,9/27/19 12:31,31:59.2,1
1992,229,89,986,9/27/19 12:32,32:28.7,0
1993,229,89,984,9/27/19 12:32,32:33.5,1
1994,230,89,988,9/27/19 12:32,32:54.0,1
1995,231,89,993,9/27/19 12:32,33:07.7,1
1996,234,89,1005,9/27/19 12:33,33:28.1,1
1997,235,89,1008,9/27/19 12:33,34:04.7,1
1998,236,89,1012,9/27/19 12:34,34:17.5,0
1999,236,89,1013,9/27/19 12:34,34:22.5,0
2000,237,89,1017,9/27/19 12:34,36:18.7,1
2001,238,89,1022,9/27/19 12:36,38:36.4,1
2002,240,89,1030,9/27/19 12:38,39:01.2,0
2003,240,89,1027,9/27/19 12:39,39:10.0,0
2004,241,89,1033,9/27/19 12:39,41:26.6,1
2005,242,89,1037,9/27/19 12:41,41:43.5,0
2006,242,89,1035,9/27/19 12:41,41:52.2,1
2007,243,89,1042,9/27/19 12:41,42:49.8,1
2008,244,89,1046,9/27/19 12:42,43:22.2,1
2009,245,89,1048,9/27/19 12:43,43:32.3,1
2010,239,89,1025,9/27/19 12:43,44:12.6,1
2011,232,87,996,9/27/19 17:02,03:02.6,1
2012,233,87,,9/27/19 17:03,03:34.6,0
2013,233,87,,9/27/19 17:03,03:48.6,1
2014,220,87,950,9/27/19 17:03,04:04.4,0
2015,220,87,948,9/27/19 17:04,04:23.7,1
2016,221,87,952,9/27/19 17:04,04:31.3,1
2017,222,87,956,9/27/19 17:04,05:43.7,1
2018,223,87,959,9/27/19 17:05,05:52.9,0
2019,223,87,961,9/27/19 17:05,06:01.2,1
2020,224,87,966,9/27/19 17:06,06:19.8,0
2021,224,87,964,9/27/19 17:06,06:34.6,1
2022,225,87,970,9/27/19 17:06,06:59.5,1
2023,226,87,974,9/27/19 17:07,07:25.7,0
2024,226,87,971,9/27/19 17:07,07:38.7,1
2025,227,87,,9/27/19 17:07,08:06.6,0
2026,227,87,,9/27/19 17:08,08:25.1,0
2027,228,87,980,9/27/19 17:08,09:21.3,0
2028,228,87,981,9/27/19 17:09,10:11.3,1
2029,229,87,983,9/27/19 17:10,10:36.8,0
2030,229,87,984,9/27/19 17:10,10:41.7,1
2031,230,87,988,9/27/19 17:10,10:55.7,1
2032,231,87,993,9/27/19 17:10,11:10.5,1
2033,234,87,1005,9/27/19 17:11,11:30.6,1
2034,235,87,1007,9/27/19 17:11,11:42.3,0
2035,235,87,1008,9/27/19 17:11,12:01.3,1
2036,236,87,1013,9/27/19 17:12,14:17.4,0
2037,236,87,1014,9/27/19 17:14,15:15.4,1
2038,237,87,1017,9/27/19 17:15,16:08.0,1
2039,238,87,1022,9/27/19 17:16,16:34.3,1
2040,240,87,1030,9/27/19 17:16,16:50.8,0
2041,240,87,1029,9/27/19 17:16,17:37.3,1
2042,241,87,1033,9/27/19 17:17,17:45.8,1
2043,242,87,1035,9/27/19 17:17,17:54.6,1
2044,243,87,1042,9/27/19 17:17,18:59.8,1
2045,244,87,1045,9/27/19 17:19,19:11.4,0
2046,244,87,1046,9/27/19 17:19,19:50.8,1
2047,245,87,1047,9/27/19 17:19,20:00.6,0
2048,245,87,1048,9/27/19 17:20,20:05.0,1
2049,239,87,1025,9/27/19 17:20,20:19.1,1
2050,232,94,996,9/27/19 19:03,06:17.3,1
2051,233,94,,9/27/19 19:06,16:46.3,0
2052,233,94,,9/27/19 19:16,17:07.3,1
2053,220,94,948,9/27/19 19:17,21:09.4,1
2054,221,94,952,9/27/19 19:21,21:19.1,1
2055,222,94,956,9/27/19 19:21,21:32.5,1
2056,223,94,961,9/27/19 19:21,21:45.5,1
2057,224,94,963,9/27/19 19:21,21:58.0,0
2058,224,94,964,9/27/19 19:22,22:54.9,1
2059,225,94,970,9/27/19 19:23,24:54.1,1
2060,226,94,971,9/27/19 19:24,25:24.4,1
2061,227,94,,9/27/19 19:25,25:49.2,0
2062,227,94,,9/27/19 19:25,26:07.3,0
2063,228,94,981,9/27/19 19:27,27:34.7,1
2064,229,94,984,9/27/19 19:27,28:48.9,1
2065,230,94,988,9/27/19 19:28,29:23.8,1
2066,231,94,993,9/27/19 19:29,31:10.4,1
2067,234,94,1005,9/27/19 19:31,31:43.9,1
2068,235,94,1008,9/27/19 19:31,32:17.4,1
2069,236,94,1014,9/27/19 19:32,35:05.6,1
2070,237,94,1017,9/27/19 19:35,36:35.1,1
2071,238,94,1022,9/27/19 19:36,37:05.8,1
2072,240,94,1029,9/27/19 19:37,40:38.5,1
2073,241,94,1033,9/27/19 19:40,40:58.5,1
2074,242,94,1035,9/27/19 19:41,41:17.4,1
2075,243,94,1042,9/27/19 19:41,41:44.5,1
2076,244,94,1046,9/27/19 19:41,42:03.9,1
2077,245,94,1048,9/27/19 19:42,42:22.6,1
2078,239,94,1025,9/27/19 19:42,42:57.6,1
2079,232,73,995,9/29/19 12:38,39:59.2,0
2080,232,73,996,9/29/19 12:40,40:26.0,1
2081,233,73,,9/29/19 12:40,42:53.6,0
2082,233,73,,9/29/19 12:42,46:25.1,1
2083,220,73,948,9/29/19 12:46,46:40.4,1
2084,221,73,952,9/29/19 12:46,46:50.3,1
2085,222,73,956,9/29/19 12:46,47:06.7,1
2086,223,73,961,9/29/19 12:47,47:18.5,1
2087,224,73,964,9/29/19 12:47,48:01.1,1
2088,225,73,970,9/29/19 12:48,49:01.4,1
2089,226,73,971,9/29/19 12:49,50:07.8,1
2090,227,73,,9/29/19 12:50,50:29.1,0
2091,227,73,,9/29/19 12:51,51:28.7,0
2092,228,73,981,9/29/19 12:51,52:14.7,1
2093,229,73,984,9/29/19 12:52,52:58.7,1
2094,230,73,988,9/29/19 12:53,53:26.5,1
2095,231,73,993,9/29/19 12:53,54:00.0,1
2096,234,73,1005,9/29/19 12:54,54:32.3,1
2097,235,73,1008,9/29/19 12:54,55:20.2,1
2098,236,73,1014,9/29/19 12:55,57:40.5,1
2099,237,73,1017,9/29/19 12:57,59:13.1,1
2100,238,73,1022,9/29/19 12:59,59:27.1,1
2101,240,73,1027,9/29/19 12:59,59:48.8,0
2102,240,73,1029,9/29/19 12:59,59:53.2,1
2103,241,73,1033,9/29/19 12:59,00:06.8,1
2104,242,73,1035,9/29/19 13:00,00:20.9,1
2105,243,73,1042,9/29/19 13:00,00:36.3,1
2106,244,73,1046,9/29/19 13:00,00:52.8,1
2107,245,73,1048,9/29/19 13:00,01:08.4,1
2108,239,73,1025,9/29/19 13:01,01:54.1,1
2109,246,95,1054,9/29/19 16:49,49:46.5,0
2110,248,95,1059,9/29/19 16:50,50:04.6,0
2111,248,95,1060,9/29/19 16:50,50:20.6,1
2112,251,95,1074,9/29/19 16:50,51:28.3,1
2113,261,95,1112,9/29/19 16:51,52:18.6,1
2114,262,95,1116,9/29/19 16:52,54:41.2,0
2115,254,95,1085,9/29/19 16:55,56:13.7,1
2116,252,95,1075,9/29/19 16:56,57:10.7,1
2117,247,95,1056,9/29/19 16:57,57:53.3,1
2118,249,95,1065,9/29/19 16:57,58:13.0,1
2119,250,95,1067,9/29/19 16:58,59:48.7,0
2120,253,95,,9/29/19 17:01,02:12.3,0
2121,257,95,1097,9/29/19 17:03,03:31.5,1
2122,256,95,1092,9/29/19 17:03,03:57.0,1
2123,260,95,1109,9/29/19 17:04,04:59.0,1
2124,268,95,1139,9/29/19 17:06,06:34.3,1
2125,271,95,1152,9/29/19 17:06,07:17.3,1
2126,263,95,1122,9/29/19 17:09,09:49.6,0
2127,266,95,1134,9/29/19 17:13,14:09.6,0
2128,265,95,1129,9/29/19 17:14,15:17.1,1
2129,258,95,1099,9/29/19 17:16,16:32.6,0
2130,264,95,1126,9/29/19 17:19,19:50.5,1
2131,259,95,,9/29/19 17:20,21:40.5,1
2132,255,95,1088,9/29/19 17:22,22:38.8,1
2133,262,95,1116,9/29/19 17:24,31:36.6,0
2134,263,95,1121,9/29/19 17:46,51:41.0,1
2135,250,95,1068,9/29/19 17:55,57:14.1,1
2136,258,95,1100,9/29/19 17:58,59:28.0,1
2137,266,95,1131,9/29/19 18:00,01:29.7,0
2138,246,96,1052,9/29/19 23:49,51:38.8,1
2139,247,96,1056,9/29/19 23:51,51:57.9,1
2140,248,96,1060,9/29/19 23:52,52:31.8,1
2141,249,96,1065,9/29/19 23:53,53:30.5,1
2142,250,96,1068,9/29/19 23:53,53:54.7,1
2143,251,96,1074,9/29/19 23:53,54:46.0,1
2144,252,96,1075,9/29/19 23:54,55:36.8,1
